zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient
78752,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78753,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78754,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78755,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78756,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78757,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78758,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78759,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78760,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78761,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78762,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78763,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78764,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78765,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78766,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78767,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78768,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78769,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78771,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78772,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78773,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78774,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78778,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78779,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78780,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78781,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78782,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78783,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78785,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78786,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78787,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78788,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78789,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78798,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78799,57.888,174.008,174.008,14.472,43.502,43.502,99205,18.88,142.232,101.656,4.72,35.558,25.414,99214
78801,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78802,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78827,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78828,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78829,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78830,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78832,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78833,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78834,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78836,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78837,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78838,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78839,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78840,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78841,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78842,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78843,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78847,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78850,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78851,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78852,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78853,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78860,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78861,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78870,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78871,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78872,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78873,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78877,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78879,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78880,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78881,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78883,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78884,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78885,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78886,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78931,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78932,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78933,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78934,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78935,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78938,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78940,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78941,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78942,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78943,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78944,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78945,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78946,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78947,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78948,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78949,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78950,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78951,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78952,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78953,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78954,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78956,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78957,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78959,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78960,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78961,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78962,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
78963,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79001,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79002,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79003,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79005,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79007,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79008,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79009,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79010,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79011,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79012,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79013,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79014,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79015,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79016,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79018,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79019,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79021,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79022,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79024,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79025,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79027,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79029,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79031,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79032,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79033,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79034,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79035,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79036,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79039,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79040,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79041,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79042,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79043,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79044,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79045,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79046,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79051,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79052,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79053,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79054,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79056,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79057,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79058,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79059,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79061,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79062,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79063,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79064,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79065,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79066,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79068,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79070,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79072,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79073,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79077,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79078,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79079,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79080,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79081,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79082,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79083,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79084,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79085,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79086,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79087,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79088,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79091,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79092,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79093,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79094,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79095,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79096,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79097,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79098,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79101,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79102,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79103,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79104,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79105,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79106,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79107,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79108,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79109,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79110,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79111,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79114,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79116,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79117,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79118,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79119,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79120,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79121,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79123,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79124,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79159,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79160,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79161,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79163,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79164,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79165,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79166,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79167,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79168,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79170,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79171,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79172,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79173,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79174,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79175,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79176,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79178,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79180,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79181,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79182,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79184,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79185,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79186,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79187,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79188,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79189,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79201,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79220,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79221,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79222,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79223,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79224,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79225,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79226,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79227,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79229,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79230,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79231,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79232,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79233,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79234,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79235,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79236,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79237,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79238,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79239,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79240,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
79241,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,97.056,4.382,34.028,24.264,99214
